property_name,area_type,property_type,status,furnishing,facing,description,price,price_num,square_feet,price_per_sqft,floor_info,max_floors
"4 BHK Apartment for Sale in Sangini Arise, Vesu Surat",Super Area,Resale,Ready to Move,Unfurnished,East,"he beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",₹3.11 Cr ,31100000.0,4150.0,7500.0,2.0,19.0
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,"Standing Round The Corner At The Intersection Of 150 Ft. Wide VIP Road  60 Ft. Wide N. M. Mavani Road, Sangini Nirvana Is A Landmark Of Grandeur Living Space.Coined As Easy Connectivity, Sangini Nirvana Resides At A Prominent Location Offering You Leisure And Convenience. Aligned As A Connection To The Highway, It Also Stands Close To The City Satisfying Daily Lifestyle And Commercial Needs Within The Proximity Of 6 km.Witness Your Dreams Unfold At Sangini NirvanaRead more",₹1.67 Cr ,16700000.0,2650.0,6302.0,7.0,13.0
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,,₹2.03 Cr ,20299999.999999996,3693.0,5497.0,8.0,13.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,₹2.13 Cr ,21300000.0,3550.0,6000.0,6.0,13.0
"5 BHK Apartment for Sale in Rajgreen Vanilla Sky, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Situated in vesu, surat, dmd park is a well planned society that offers a pleasant living experience to its residents. This 5 bhk flat in surat is your opportunity to be a part of this community. The flat is facing the northEast direction. The flat is over 7535 sq.Ft. Super built up area and comes with 5 bedrooms, 5 bathrooms and 2 balconies. This flat lies on the 8th level of a 12 storey building. This residential property  available for ready  possession.Read more",₹5.12 Cr ,51200000.0,7535.0,6800.0,5.0,12.0
"4 BHK Apartment for Sale in Rajhans Kronis, Vesu Surat",Super Area,New Property,Poss. by Dec '26,Unfurnished,East,"Experience the crowning glory of luxurious living at Rajhans Kronis. These 4  5 BHK plush homes offer an exquisitely crafted enclave in Vesu, filled with mesmerizing surprises at every corner. From expansive spaces to a wide array of amenities, there is ample opportunity to indulge in luxury and find moments of Zen. Step into this private kingdom that allows you to escape the world and embrace the most cherished lifestyle.Read more",₹3.54 Cr ,35400000.0,4800.0,7375.0,8.0,12.0
"5 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",Super Area,New Property,Poss. by Jun '24,Unfurnished,East,5 BHK Luxurious Flat For Sell In Vesu Area .Contact For More Details .Read more,₹4.65 Cr ,46500000.0,6200.0,7500.0,6.0,13.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Poss. by Mar '25,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,₹2.19 Cr ,21900000.0,3650.0,6000.0,6.0,13.0
"5 BHK Apartment for Sale in Expressions, VIP Road Surat",Super Area,Resale,Ready to Move,Unfurnished,North - East,"Located in the popular residential address of vip road vesu , surat, aakash expressions is one of the most preferred destination for apartments in surat. This 5 bhk flat is your ticket to be a part of this community. Containing 5 bedrooms, 5 bathrooms and 1 balcony, this flat is spread over a super built up area of 5701 sq.Ft. The flat has a total of 19 floors and this property is situated on 6th floor. This 15 years old property is available for immediate possession as the project is ready to move. The society is well equipped with many modern amenities, including swimming poolRead more",₹4.53 Cr ,45300000.0,9450.0,4794.0,7.0,19.0
"3 BHK Apartment for Sale in Rajhans Zorista, Vesu Surat",Super Area,New Property,Poss. by May '25,Unfurnished,West,"Bask in luxury with our 3 and 4BHK homes, and experience a lifestyle like no other. Enrich your daily routine with an array of envyinducing amenities that will make you feel truly pampered. Living here is a transformative experience that sets the tone for the rest of your life. Here, beauty, serenity, and luxury blend in perfect harmony to create an extraordinary living experience. From glorious architecture to splendid spaces, perfection is at the core of Rajhans Zorista, taking luxury to new heights.Read more",₹1.70 Cr ,17000000.0,2800.0,6071.0,10.0,12.0
"5 BHK Penthouse for Sale in Aakash Enjoy, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,North,"Aakash Enjoy in Vesu, Surat is a readytomove housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences.Read more",₹3.25 Cr ,32500000.0,6500.0,5000.0,6.0,12.0
"4 BHK Apartment for Sale in Agastya, Vesu Surat",Super Area,New Property,Poss. by Dec '26,Unfurnished,East,"Agastya resembles the luxury living standards like never before. It is precisely created and curated with every element that creates a mark of its own. Agastya is alot more than just a mere 4bhk apartment, it is a home that brings peace, divinity and comfort. It is little more than luxury and helps you experience a life beyond basic.Agastya is the ideal way of living.Read more",₹2.47 Cr ,24700000.000000004,3550.0,6958.0,8.0,12.0
"4 BHK Apartment for Sale in White Wings Torrance, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,Luxurious Flat For Sell In Surat Citys Prime Area With all Aminities.Read more,₹2.50 Cr ,25000000.0,3830.0,6527.0,6.0,12.0
"5 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",Carpet Area,New Property,Poss. by Jun '27,Unfurnished,South - East,"AMENITIESReception FoyerBanquet 2150 Sq. Ft.Banquet Kitchen  WashGuest RoomsYoga  Meditation  Aerobics 800 Sq. Ft.MultiSport CourtIndoor Games Table Tennis, Pool Table, Carrom, Chess  Board Games 1050 Sq. Ft.Kids Play Area 1050 Sq. Ft.Toddler Zone 450 Sq. Ft.Fully Equipped Gymnasium 2300 Sq. Ft.Central LawnJogging  Walking TrackInfinity Edge Water BodyGazebo SeatingChampa Court with SeatOutsLawn Area with SeatOutsSunken GazeboRead more",₹4.65 Cr ,46500000.0,3410.0,7500.0,5.0,16.0
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,,₹1.61 Cr ,16100000.000000002,2600.0,6200.0,7.0,12.0
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",Super Area,New Property,Ready to Move,Unfurnished,East,5 BHK Luxurious Flat For Sell In Vesu Prime Area.Contact For More Details .Read more,₹6.10 Cr ,61000000.0,7150.0,8531.0,2.0,12.0
"3 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,3 BHK Luxurious Flat For Sell In Vesu Prime Area With All Aminities. Contact for More Details.Read more,₹1.58 Cr ,15800000.0,2587.0,6111.0,6.0,12.0
"4 BHK Apartment for Sale in Green Valley, Bharthana Surat",Super Area,Resale,Ready to Move,Unfurnished,North,"When it comes to beautiful homes, nothing beats us. With our appealing 45 BHK flats, enjoy the beauty of living life the luxurious way. Along with being located in the heart of the city, we are ecoconscious and believe in promoting an ecofriendly lifestyle.Our carefully planned layout, landscape, architecture, interior design  stateoftheart residential amenities, lifestyle here will be a truly luxurious  blissful experience.Read more",₹3 Cr ,30000000.0,4500.0,6667.0,6.0,13.0
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,,₹2.35 Cr ,23500000.0,3810.0,6191.0,5.0,13.0
"4 BHK Apartment for Sale in Roland Towers, Magdalla Surat",Carpet Area,New Property,Poss. by May '25,Unfurnished,East,4bhk and 6bhk penthouse flats upcoming undercontruction river view residential project.Read more,₹3.40 Cr ,34000000.0,2200.0,8500.0,8.0,11.0
"5 BHK Apartment for Sale in Expressions, VIP Road Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North,"The flat has a total of 19 floors and this property is situated on 6th floor. This 15 years old property is available for immediate possession as the project is ready to move. The society is well equipped with many modern amenities, including swimming pool, fitness centre  gym and lifts.Read more",₹3.30 Cr ,33000000.0,5701.0,3492.0,7.0,19.0
"3 BHK Apartment for Sale in Milestone Elitus, Vesu Surat",Super Area,New Property,Poss. by Aug '24,Unfurnished,East,3 BHK Luxurious Flat For Sell In Vesu.Contact For More Details.,₹1.54 Cr ,15400000.0,2578.0,6000.0,5.0,12.0
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,4 bhk flat for salepool gardenpark main road property.,₹2.18 Cr ,21800000.0,3275.0,6660.0,4.0,12.0
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Carpet Area,New Property,Poss. by Jan '26,Unfurnished,East,"4,5 bhk and penthouse undr construction project available 4000 to 11000 sqft.Read more",₹2.39 Cr ,23900000.0,2309.0,5700.0,9.0,11.0
"4 BHK Apartment for Sale in Samprati Palace, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North - East,"Samprati palace is one of the most popular destination for buying apartments in vesu, surat. You too can be a part of this society by purchasing this 4 bhk flat here. The apartment is northEastFacing. The apartment occupies a super built up area of 3800 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. This flat is situated on the 4th floor of this 12 floor tall residential building. As the property is currently under construction, you can expect to get the possession by 2024. Moreover, this property offers close proximity to important landmarks such as close to schoolRead more",₹2.47 Cr ,24700000.000000004,2090.0,6500.0,5.0,12.0
"4 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,3600 to 4000 sqft luxurious flet for sell.,₹1.62 Cr ,16200000.000000002,1980.0,4500.0,10.0,13.0
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,North,"This society will have all basic facilities and amenities to suit homebuyers needs and requirements.  Brought to you by Shree Krishna Group Surat,  Shree Krishna Atlanta Eliza is scheduled for possession in Jun, 2023.Read more",₹3.30 Cr ,33000000.0,2338.0,7765.0,5.0,14.0
"5 BHK Apartment for Sale in Roongta Green Valley, Vesu Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,5 BHK Luxurious Flat For Sell In Vesu Prime Area.Contact For More Details .Read more,₹4.16 Cr ,41600000.0,5553.0,7500.0,7.0,12.0
"4 BHK Apartment for Sale in The Ultima, Vesu Surat",Carpet Area,New Property,Poss. by Jan '25,Unfurnished,East,3 bhk and 4 bhk luxurious living in vesu area.,₹2.01 Cr ,20099999.999999996,1870.0,5931.0,7.0,11.0
"4 BHK Apartment for Sale in Union Residency, Athawa Lines Surat",Super Area,Resale,Ready to Move,Unfurnished,North,"Union Residency is very nice and luxury apartment, for more information contact usRead more",₹2.14 Cr ,21400000.0,3900.0,5487.0,5.0,11.0
"4 BHK Apartment for Sale in Roongta Estella, Vesu Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,4 BHK Luxurious Flat For Sell In Vesu Prime Location .Contact For More Details .Read more,₹2.92 Cr ,29200000.0,4000.0,7300.0,7.0,12.0
"4 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",Super Area,Resale,Ready to Move,Furnished,East,4 BHK Luxurious Flat For Sell In Dummas Road Prime Area With All Amenities .Read more,₹1.80 Cr ,18000000.0,2980.0,6040.0,1.0,12.0
"4 BHK Apartment for Sale in Pramukh Ananta, Vesu Surat",Carpet Area,New Property,Poss. by Dec '27,Unfurnished,South - East,"Check out Pramukh Ananta in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Pramukh Ananta. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",₹2.41 Cr ,24100000.0,1900.0,7000.0,5.0,12.0
"5 BHK Apartment for Sale in Roongta Estella, Vesu Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,,₹4.38 Cr ,43800000.0,6000.0,7300.0,7.0,12.0
"4 BHK Apartment for Sale in The Boulevard Homes, Dumas Road Surat",Carpet Area,New Property,Poss. by Sep '25,Unfurnished,East,4bhk luxurious flet with all amenities.,₹2.02 Cr ,20200000.0,2475.0,4500.0,5.0,11.0
"6 BHK Apartment for Sale in Rajhans Altezza, Vesu Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,North - West,"Check out Rajhans Altezza in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Rajhans Altezza. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more",₹5.40 Cr ,54000000.0,7500.0,7200.0,5.0,11.0
"5 BHK Penthouse for Sale in Roongta Estella, Vesu Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,5 BHK Luxurious Pentahouse For Sell In Vesu Prime Location .Contact For More Details .Read more,₹7.19 Cr ,71900000.0,9222.0,7800.0,12.0,12.0
"5 BHK Apartment for Sale in SURYA GREEN SPACES, Vesu Surat",Super Area,New Property,Poss. by Sep '24,Unfurnished,East,Luxurious Flat For Sell In Vesu Prime Area With All Aminities.,₹3.24 Cr ,32400000.000000004,4500.0,7200.0,4.0,12.0
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,2600 sqft to 2965 sqft 3bhk flets with all amenities.,₹1.56 Cr ,15600000.0,1430.0,6000.0,8.0,11.0
"4 BHK Apartment for Sale in Agastya, Vesu Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,North - East,"Agastya resembles the luxury living standards like never before. It is precisely created and curated with every element that creates a mark of its own. Agastya is alot more than just a mere 4bhk apartment, it is a home that brings peace, divinity and comfort. It is little more than luxury and helps you experience a life beyond basic.Read more",₹2.34 Cr ,23400000.0,3500.0,6700.0,5.0,10.0
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,,₹3.39 Cr ,33900000.0,4350.0,7800.0,7.0,12.0
"6 BHK Penthouse for Sale in SURYA GREEN SPACES, Vesu Surat",Super Area,New Property,Poss. by Oct '24,Unfurnished,East,Luxurious Pentahouse For Sell In Vesu Prime Area With All Aminities.Read more,₹4.32 Cr ,43200000.0,8000.0,5400.0,12.0,12.0
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",Super Area,New Property,Poss. by Dec '25,Unfurnished,North - East,"scon Surya Heritage Vesu has 2 towers, with 14 floors each and 56 units on offer.Read more",₹5.72 Cr ,57200000.0,7150.0,8000.0,5.0,14.0
